,location,bhk,total_area,bath,balcony,price,price_per_sqft
1236,Bellandur,2,1325.0,2.0,2.0,325000.0,245.28301886792454
1237,Bellandur,2,1281.0,2.0,2.0,435000.0,339.57845433255267
1238,Bellandur,3,2000.0,3.0,2.0,425000.0,212.5
1239,Bellandur,2,1200.0,2.0,1.0,260000.0,216.66666666666666
1240,Bellandur,3,1785.0,3.0,2.0,600000.0,336.1344537815126
1241,Bellandur,2,1088.0,2.0,2.0,240000.0,220.58823529411765
1242,Bellandur,2,1310.0,2.0,2.0,425000.0,324.42748091603056
1243,Bellandur,2,982.0,2.0,2.0,186400.0,189.81670061099797
1244,Bellandur,2,1465.0,3.0,3.0,450000.0,307.1672354948806
1245,Bellandur,3,1767.0,3.0,2.0,545000.0,308.43237125070743
1246,Bellandur,2,924.0,2.0,2.0,175550.0,189.98917748917748
1247,Bellandur,3,2666.0,3.0,1.0,1150000.0,431.357839459865
1248,Bellandur,4,3600.0,4.0,1.0,1225000.0,340.27777777777777
1249,Bellandur,2,1170.0,2.0,1.0,233950.0,199.95726495726495
1250,Bellandur,2,1150.0,2.0,1.0,347200.0,301.9130434782609
1251,Bellandur,2,1200.0,2.0,3.0,225000.0,187.5
1252,Bellandur,3,1830.0,3.0,1.0,450000.0,245.9016393442623
1253,Bellandur,2,1410.0,3.0,2.0,460000.0,326.2411347517731
1254,Bellandur,2,950.0,2.0,2.0,175000.0,184.21052631578948
1255,Bellandur,2,1015.0,2.0,1.0,300000.0,295.5665024630542
1256,Bellandur,3,2500.0,4.0,2.0,560000.0,224.0
1257,Bellandur,3,1685.0,3.0,3.0,505000.0,299.7032640949555
1258,Bellandur,3,1735.0,3.0,3.0,525000.0,302.5936599423631
1259,Bellandur,3,1685.0,3.0,3.0,575000.0,341.24629080118694
1260,Bellandur,3,1846.0,3.0,2.0,675000.0,365.6554712892741
1261,Bellandur,2,1049.0,2.0,1.0,255000.0,243.0886558627264
1262,Bellandur,3,1350.0,2.0,1.0,315000.0,233.33333333333334
1263,Bellandur,2,1211.0,2.0,1.0,315000.0,260.11560693641616
1264,Bellandur,3,1717.0,3.0,2.0,550000.0,320.32615026208504
1265,Bellandur,3,1420.0,3.0,2.0,310000.0,218.30985915492957
1266,Bellandur,2,1185.0,2.0,1.0,236950.0,199.957805907173
1267,Bellandur,2,1200.0,2.0,1.0,310000.0,258.3333333333333
1268,Bellandur,3,1767.0,3.0,2.0,445000.0,251.83927560837577
1269,Bellandur,3,1830.0,3.0,3.0,445000.0,243.1693989071038
1270,Bellandur,3,2400.0,3.0,2.0,575000.0,239.58333333333334
1271,Bellandur,2,1251.0,2.0,3.0,235000.0,187.84972022382095
1272,Bellandur,3,1665.0,3.0,1.0,425000.0,255.25525525525526
1273,Bellandur,2,960.0,2.0,2.0,240000.0,250.0
1274,Bellandur,3,1690.0,2.0,2.0,580000.0,343.1952662721894
1275,Bellandur,1,950.0,1.0,1.0,200000.0,210.52631578947367
1276,Bellandur,2,850.0,2.0,1.0,225000.0,264.70588235294116
1277,Bellandur,2,1454.0,2.0,1.0,450000.0,309.4910591471802
1278,Bellandur,3,1830.0,3.0,3.0,459300.0,250.98360655737704
1279,Bellandur,2,1195.0,2.0,1.0,260000.0,217.5732217573222
1280,Bellandur,3,1435.0,2.0,2.0,575000.0,400.69686411149826
1281,Bellandur,3,1830.0,3.0,3.0,449450.0,245.60109289617486
1282,Bellandur,2,1260.0,2.0,2.0,417500.0,331.3492063492063
1283,Bellandur,3,1535.0,3.0,1.0,450000.0,293.15960912052117
1284,Bellandur,2,1047.0,2.0,1.0,375000.0,358.1661891117478
1285,Bellandur,2,1096.0,2.0,2.0,200000.0,182.4817518248175
1286,Bellandur,2,1262.0,2.0,2.0,235000.0,186.21236133122028
1287,Benson Town,3,3200.0,4.0,1.0,1750000.0,546.875
1288,Benson Town,4,4460.0,5.0,1.0,3250000.0,728.6995515695068
1289,Benson Town,3,2850.0,4.0,3.0,2350000.0,824.561403508772
1290,Benson Town,2,1300.0,2.0,1.0,600000.0,461.53846153846155
1291,Benson Town,2,1567.0,3.0,0.0,700000.0,446.7134652201659
1292,Benson Town,4,3633.0,6.0,2.0,2750000.0,756.9501789154968
1293,Benson Town,2,1688.12,2.0,1.0,1350000.0,799.7061820249746
1294,Benson Town,3,1805.0,3.0,2.0,1400000.0,775.623268698061
1295,Benson Town,2,1688.0,2.0,0.0,1400000.0,829.3838862559242
1296,Bharathi Nagar,2,1322.0,2.0,2.0,340000.0,257.18608169440245
1297,Bharathi Nagar,2,1351.0,2.0,2.0,350000.0,259.0673575129534
1298,Bharathi Nagar,2,1384.0,2.0,2.0,295000.0,213.15028901734104
1299,Bharathi Nagar,2,1351.0,2.0,2.0,370000.0,273.87120651369355
1300,Bharathi Nagar,2,1432.0,2.0,2.0,340000.0,237.43016759776538
1301,Bharathi Nagar,3,1664.0,3.0,2.0,349450.0,210.0060096153846
1302,Bharathi Nagar,2,1349.0,2.0,2.0,283500.0,210.1556708673091
1303,Bharathi Nagar,2,1328.0,2.0,2.0,345000.0,259.78915662650604
1304,Bharathi Nagar,2,1300.0,2.0,2.0,279300.0,214.84615384615384
1305,Bhoganhalli,3,1670.0,3.0,1.0,495000.0,296.4071856287425
1306,Bhoganhalli,4,2119.0,4.0,3.0,555000.0,261.91599811231714
1307,Bhoganhalli,3,1718.0,3.0,2.0,451000.0,262.5145518044238
1308,Bhoganhalli,2,1444.0,2.0,1.0,379850.0,263.0540166204986
1309,Bhoganhalli,2,1447.0,2.0,1.0,379850.0,262.5086385625432
1310,Bhoganhalli,3,1700.0,3.0,2.0,630000.0,370.5882352941176
1311,Bhoganhalli,2,1447.0,2.0,1.0,379850.0,262.5086385625432
1312,Bhoganhalli,4,2072.5,2.0,1.0,555000.0,267.7925211097708
1313,Bhoganhalli,3,1610.0,3.0,1.0,422650.0,262.51552795031057
1314,Bhoganhalli,4,1974.0,4.0,0.0,530000.0,268.4903748733536
1315,Bhoganhalli,4,2171.0,4.0,2.0,555000.0,255.64256103178258
1316,Bhoganhalli,3,1760.0,3.0,2.0,635000.0,360.79545454545456
1317,Bhoganhalli,4,2119.0,4.0,2.0,555000.0,261.91599811231714
1318,Bhoganhalli,2,1447.0,2.0,1.0,379850.0,262.5086385625432
1319,Bhoganhalli,3,1949.0,3.0,2.0,645000.0,330.9389430477168
1320,Bhoganhalli,3,1760.0,3.0,2.0,640000.0,363.6363636363636
1321,Bhoganhalli,2,1447.0,2.0,1.0,379850.0,262.5086385625432
1322,Bhoganhalli,4,2439.0,4.0,3.0,925000.0,379.2537925379254
1323,Bhoganhalli,3,1395.0,2.0,2.0,350000.0,250.89605734767025
1324,Bhoganhalli,4,2119.0,4.0,3.0,555000.0,261.91599811231714
1325,Bhoganhalli,3,1458.0,3.0,1.0,392250.0,269.0329218106996
1326,Bhoganhalli,2,1444.0,2.0,1.0,379850.0,263.0540166204986
1327,Bhoganhalli,2,1205.0,2.0,2.0,322350.0,267.5103734439834
1328,Bhoganhalli,2,1447.0,2.0,1.0,379850.0,262.5086385625432
1329,Bhoganhalli,4,2439.0,5.0,2.0,850000.0,348.50348503485037
1330,Bhoganhalli,4,2119.0,4.0,3.0,555000.0,261.91599811231714
1331,Bhoganhalli,2,1205.0,2.0,1.0,341599.99999999994,283.4854771784232
1332,Bhoganhalli,2,1260.0,2.0,1.0,349500.0,277.3809523809524
1333,Bhoganhalli,4,2439.0,4.0,3.0,850000.0,348.50348503485037
1334,Bhoganhalli,3,1707.0,3.0,2.0,575000.0,336.8482718219098
1335,Bhoganhalli,3,1610.0,3.0,2.0,422650.0,262.51552795031057
1336,Bhoganhalli,2,970.0,2.0,1.0,262500.0,270.6185567010309
1337,Bhoganhalli,3,1718.0,3.0,2.0,451000.0,262.5145518044238
1338,Bhoganhalli,2,1277.0,2.0,1.0,399450.0,312.80344557556776
1339,Bhoganhalli,4,2119.0,4.0,2.0,555000.0,261.91599811231714
1340,Bhoganhalli,3,1703.0,3.0,2.0,600000.0,352.31943628890195
1341,Billekahalli,3,1935.0,3.0,2.0,550000.0,284.2377260981912
1342,Billekahalli,2,1125.0,2.0,2.0,310000.0,275.55555555555554
1343,Billekahalli,3,1650.0,3.0,2.0,440000.0,266.6666666666667
1344,Billekahalli,2,1090.0,2.0,3.0,260000.0,238.5321100917431
1345,Billekahalli,2,1112.0,2.0,2.0,310000.0,278.7769784172662
1346,Billekahalli,3,2400.0,3.0,1.0,750000.0,312.5
1347,Billekahalli,3,2968.0,3.0,1.0,1125000.0,379.0431266846361
1348,Billekahalli,2,950.0,2.0,1.0,290550.0,305.8421052631579
1349,Billekahalli,2,1360.0,2.0,3.0,550000.0,404.4117647058824
1350,Billekahalli,2,1125.0,2.0,1.0,325000.0,288.8888888888889
1351,Billekahalli,2,950.0,2.0,2.0,280000.0,294.7368421052632
1352,Billekahalli,3,1290.0,3.0,3.0,310000.0,240.31007751937983
1353,Billekahalli,3,1805.0,3.0,3.0,670000.0,371.191135734072
1354,Binny Pete,3,1755.0,3.0,1.0,610000.0,347.5783475783476
1355,Binny Pete,1,665.0,1.0,0.0,253750.0,381.57894736842104
1356,Binny Pete,3,2465.0,5.0,2.0,1170000.0,474.6450304259635
1357,Binny Pete,4,2817.5,2.0,1.0,1020000.0,362.02307009760426
1358,Binny Pete,2,1245.0,2.0,1.0,431400.0,346.50602409638554
1359,Binny Pete,1,660.0,1.0,1.0,270000.0,409.09090909090907
1360,Binny Pete,1,665.0,1.0,1.0,230400.0,346.4661654135338
1361,Binny Pete,1,660.0,1.0,1.0,310000.0,469.6969696969697
1362,Binny Pete,2,1365.0,2.0,1.0,610000.0,446.8864468864469
1363,Binny Pete,4,2940.0,6.0,2.0,1400000.0,476.1904761904762
1364,Binny Pete,3,1795.0,3.0,2.0,695000.0,387.1866295264624
1365,Binny Pete,3,1740.0,3.0,1.0,750000.0,431.0344827586207
1366,Binny Pete,3,1970.0,3.0,2.0,820000.0,416.24365482233503
1367,Binny Pete,3,1516.0,3.0,1.0,735000.0,484.8284960422164
1368,Bisuvanahalli,3,1180.0,3.0,2.0,240000.0,203.38983050847457
1369,Bisuvanahalli,3,1075.0,2.0,1.0,175000.0,162.7906976744186
1370,Bisuvanahalli,3,1075.0,2.0,1.0,230000.0,213.95348837209303
1371,Bisuvanahalli,3,1075.0,2.0,1.0,180000.0,167.4418604651163
1372,Bisuvanahalli,3,1075.0,2.0,1.0,185000.0,172.09302325581396
1373,Bisuvanahalli,3,1075.0,2.0,1.0,225000.0,209.30232558139534
1374,Bisuvanahalli,3,1075.0,3.0,2.0,180000.0,167.4418604651163
1375,Bisuvanahalli,2,845.0,2.0,1.0,165000.0,195.2662721893491
1376,Bisuvanahalli,3,1075.0,2.0,1.0,225000.0,209.30232558139534
1377,Bisuvanahalli,2,845.0,2.0,1.0,185000.0,218.93491124260356
1378,Bisuvanahalli,3,1075.0,2.0,1.0,179950.0,167.3953488372093
1379,Bisuvanahalli,3,1075.0,2.0,1.0,180000.0,167.4418604651163
1380,Bisuvanahalli,2,845.0,2.0,1.0,145000.0,171.5976331360947
1381,Bisuvanahalli,3,1075.0,2.0,1.0,235000.0,218.6046511627907
1382,Bisuvanahalli,2,850.0,1.0,1.0,160000.0,188.23529411764707
1383,Bisuvanahalli,3,1075.0,2.0,1.0,250000.0,232.5581395348837
1384,Bisuvanahalli,3,1075.0,2.0,1.0,260000.0,241.86046511627907
1385,Bisuvanahalli,3,1180.0,2.0,1.0,230000.0,194.91525423728814
1386,Bisuvanahalli,3,1075.0,2.0,1.0,210000.0,195.34883720930233
1387,Bisuvanahalli,2,845.0,2.0,1.0,185000.0,218.93491124260356
1388,Bisuvanahalli,3,1075.0,2.0,1.0,215000.0,200.0
1389,Bisuvanahalli,2,700.0,1.0,1.0,160000.0,228.57142857142858
1390,Bisuvanahalli,3,1075.0,2.0,1.0,260000.0,241.86046511627907
1391,Bisuvanahalli,3,1075.0,2.0,1.0,250000.0,232.5581395348837
1392,Bisuvanahalli,3,1075.0,2.0,1.0,205000.0,190.69767441860466
1393,Bisuvanahalli,2,845.0,2.0,1.0,165000.0,195.2662721893491
1394,Bisuvanahalli,2,945.0,2.0,1.0,165000.0,174.6031746031746
1395,Bisuvanahalli,2,845.0,2.0,1.0,150000.0,177.5147928994083
1396,Bisuvanahalli,3,1200.0,2.0,1.0,205000.0,170.83333333333334
1398,Bisuvanahalli,3,1180.0,2.0,1.0,225000.0,190.67796610169492
1399,Bisuvanahalli,3,1075.0,2.0,1.0,215000.0,200.0
1400,Bisuvanahalli,3,1080.0,2.0,1.0,225000.0,208.33333333333334
1401,Bisuvanahalli,3,1180.0,2.0,1.0,277500.0,235.16949152542372
1402,Bisuvanahalli,3,1075.0,2.0,1.0,235000.0,218.6046511627907
1403,Bisuvanahalli,3,1075.0,2.0,1.0,240000.0,223.25581395348837
1404,Bisuvanahalli,3,1075.0,2.0,1.0,185000.0,172.09302325581396
1405,Bisuvanahalli,3,1075.0,2.0,1.0,225000.0,209.30232558139534
1406,Bisuvanahalli,3,1075.0,2.0,1.0,220000.0,204.65116279069767
1407,Bisuvanahalli,3,1075.0,2.0,1.0,210000.0,195.34883720930233
1408,Bisuvanahalli,2,845.0,2.0,2.0,160000.0,189.3491124260355
1409,Bisuvanahalli,3,1075.0,2.0,1.0,207450.0,192.97674418604652
1410,Bisuvanahalli,2,845.0,2.0,0.0,170000.0,201.18343195266272
1411,Bommanahalli,8,3000.0,8.0,0.0,700000.0,233.33333333333334
1412,Bommanahalli,2,1200.0,2.0,2.0,200000.0,166.66666666666666
1413,Bommanahalli,3,1730.0,3.0,1.0,480000.0,277.4566473988439
1414,Bommanahalli,1,520.0,1.0,0.0,97500.0,187.5
1415,Bommanahalli,1,515.0,1.0,1.0,125000.0,242.71844660194174
1416,Bommanahalli,2,1090.0,3.0,2.0,220000.0,201.8348623853211
1417,Bommanahalli,3,1250.0,2.0,2.0,212500.0,170.0
1418,Bommanahalli,3,1375.0,3.0,2.0,295000.0,214.54545454545453
1419,Bommanahalli,3,1250.0,3.0,2.0,275000.0,220.0
1420,Bommanahalli,3,1625.0,2.0,1.0,438600.0,269.9076923076923
1421,Bommanahalli,3,1850.0,3.0,2.0,450000.0,243.24324324324326
1422,Bommanahalli,2,957.0,2.0,1.0,265000.0,276.9070010449321
1423,Bommanahalli,2,910.0,2.0,1.0,225000.0,247.25274725274724
1424,Bommanahalli,2,1050.0,2.0,2.0,230000.0,219.04761904761904
1425,Bommanahalli,2,1290.0,2.0,1.0,365000.0,282.94573643410854
1426,Bommanahalli,2,1100.0,1.0,2.0,275000.0,250.0
1427,Bommanahalli,3,1300.0,3.0,2.0,225000.0,173.07692307692307
1428,Bommanahalli,2,1350.0,2.0,2.0,360000.0,266.6666666666667
1429,Bommanahalli,4,2100.0,4.0,2.0,425000.0,202.38095238095238
1430,Bommanahalli,2,1020.0,2.0,2.0,275000.0,269.6078431372549
1431,Bommanahalli,3,1250.0,3.0,2.0,205000.0,164.0
1432,Bommanahalli,3,1660.0,2.0,1.0,500000.0,301.2048192771084
1433,Bommanahalli,3,1250.0,4.0,3.0,195000.0,156.0
1434,Bommanahalli,2,1307.0,2.0,1.0,250000.0,191.27773527161438
1435,Bommanahalli,3,1416.0,2.0,1.0,425000.0,300.1412429378531
1436,Bommanahalli,2,1091.0,2.0,1.0,200000.0,183.3180568285976
1437,Bommanahalli,2,1355.0,2.0,0.0,365850.0,270.0
1438,Bommanahalli,2,1160.0,2.0,3.0,265000.0,228.44827586206895
1439,Bommanahalli,2,1050.0,2.0,2.0,270000.0,257.14285714285717
1440,Bommasandra,3,1260.0,3.0,1.0,246800.0,195.87301587301587
1441,Bommasandra,2,1060.0,2.0,1.0,132500.0,125.0
1442,Bommasandra,2,1126.0,2.0,1.0,140750.0,125.0
1443,Bommasandra,3,1200.0,3.0,2.0,230000.0,191.66666666666666
1444,Bommasandra,2,1035.0,2.0,1.0,205000.0,198.06763285024155
1445,Bommasandra,2,1035.0,2.0,1.0,208649.99999999997,201.5942028985507
1446,Bommasandra,2,1034.0,2.0,3.0,200000.0,193.42359767891682
1447,Bommasandra,2,877.0,2.0,2.0,150000.0,171.0376282782212
1448,Bommasandra,3,1447.0,3.0,2.0,400000.0,276.43400138217
1449,Bommasandra,2,920.0,2.0,1.0,187300.0,203.58695652173913
1450,Bommasandra,2,1035.0,2.0,1.0,207150.0,200.14492753623188
1451,Bommasandra,2,902.0,2.0,2.0,245000.0,271.61862527716187
1452,Bommasandra,3,1295.0,2.0,1.0,251400.0,194.13127413127413
1453,Bommasandra,3,1478.0,2.0,1.0,220000.0,148.84979702300407
1454,Bommasandra,2,1015.0,2.0,1.0,200000.0,197.04433497536945
1455,Bommasandra,2,1000.0,2.0,1.0,175000.0,175.0
1456,Bommasandra,2,955.0,2.0,1.0,176400.0,184.71204188481676
1457,Bommasandra,2,1005.0,2.0,1.0,198850.00000000003,197.86069651741298
1458,Bommasandra,2,1014.0,2.0,1.0,175000.0,172.58382642998026
1459,Bommasandra,2,1020.0,2.0,1.0,204450.0,200.44117647058823
1460,Bommasandra,2,920.0,2.0,1.0,186000.0,202.17391304347825
1461,Bommasandra,2,800.0,1.0,1.0,160000.0,200.0
1462,Bommasandra,3,1280.0,3.0,1.0,250000.0,195.3125
1463,Bommasandra,3,1942.0,3.0,1.0,450000.0,231.71987641606592
1464,Bommasandra,2,1127.0,2.0,1.0,225000.0,199.64507542147294
1465,Bommasandra,3,1400.0,2.0,3.0,225000.0,160.71428571428572
1466,Bommasandra,2,877.0,2.0,1.0,145000.0,165.3363740022805
1467,Bommasandra,3,1365.0,3.0,1.0,264050.0,193.44322344322345
1468,Bommasandra,2,842.0,2.0,2.0,150000.0,178.14726840855107
1469,Bommasandra,3,1260.0,3.0,1.0,246800.0,195.87301587301587
1470,Bommasandra,3,1365.0,3.0,1.0,264100.0,193.4798534798535
1471,Bommasandra,2,955.0,2.0,1.0,189850.0,198.7958115183246
1472,Bommasandra,2,1089.0,2.0,1.0,200000.0,183.65472910927457
1473,Bommasandra,2,950.0,2.0,1.0,125000.0,131.57894736842104
1474,Bommasandra,3,1365.0,3.0,1.0,269800.0,197.65567765567766
1475,Bommasandra Industrial Area,2,1090.0,2.0,2.0,157400.0,144.40366972477065
1476,Bommasandra Industrial Area,3,1320.0,2.0,1.0,190600.0,144.3939393939394
1477,Bommasandra Industrial Area,3,1400.0,2.0,1.0,202200.0,144.42857142857142
1478,Bommasandra Industrial Area,3,1320.0,2.0,1.0,190650.0,144.4318181818182
1479,Bommasandra Industrial Area,3,1220.0,2.0,1.0,176149.99999999997,144.3852459016393
1480,Bommasandra Industrial Area,2,1020.0,2.0,1.0,147250.0,144.36274509803923
1481,Bommasandra Industrial Area,2,1165.0,2.0,1.0,168200.0,144.37768240343348
1482,Bommasandra Industrial Area,2,1090.0,2.0,1.0,157400.0,144.40366972477065
1483,Bommasandra Industrial Area,3,1310.0,2.0,1.0,189150.0,144.38931297709922
1484,Bommasandra Industrial Area,2,1000.0,2.0,1.0,144400.0,144.4
1485,Bommasandra Industrial Area,2,1020.0,2.0,1.0,147250.0,144.36274509803923
1486,Bommasandra Industrial Area,2,1160.0,2.0,1.0,167550.0,144.43965517241378
1487,Bommasandra Industrial Area,2,1125.0,2.0,1.0,162450.0,144.4
1488,Bommasandra Industrial Area,3,1220.0,2.0,1.0,176000.0,144.2622950819672
1489,Bommasandra Industrial Area,3,1491.0,3.0,3.0,202500.0,135.8148893360161
1490,Bommasandra Industrial Area,2,1125.0,2.0,1.0,162450.0,144.4
1491,Bommasandra Industrial Area,2,1130.0,2.0,1.0,163200.0,144.42477876106196
1492,Bommasandra Industrial Area,2,1065.0,2.0,1.0,153750.0,144.3661971830986
1493,Bommenahalli,3,1200.0,3.0,1.0,625000.0,520.8333333333334
1494,Bommenahalli,4,1632.0,3.0,0.0,725000.0,444.2401960784314
1495,Bommenahalli,4,1670.0,3.0,0.0,675000.0,404.19161676646706
1497,Bommenahalli,4,1680.0,3.0,0.0,675000.0,401.7857142857143
1498,Bommenahalli,4,1632.0,3.0,1.0,640000.0,392.15686274509807
1499,Bommenahalli,3,3339.0,3.0,0.0,1250000.0,374.36358191075175
1500,Bommenahalli,4,1355.0,3.0,0.0,675000.0,498.1549815498155
1501,Bommenahalli,3,1232.0,3.0,1.0,480000.0,389.61038961038963
1502,Bommenahalli,4,1632.0,3.0,0.0,700000.0,428.921568627451
1503,Brookefield,2,1150.0,2.0,3.0,345000.0,300.0
1504,Brookefield,2,1142.0,2.0,2.0,350000.0,306.4798598949212
1505,Brookefield,3,1440.0,2.0,3.0,340000.0,236.11111111111111
1506,Brookefield,3,2169.0,4.0,1.0,575000.0,265.09912402028584
1507,Brookefield,3,1595.0,3.0,3.0,440000.0,275.86206896551727
1508,Brookefield,4,2800.0,4.0,2.0,1200000.0,428.57142857142856
1509,Brookefield,3,1476.0,3.0,2.0,525000.0,355.6910569105691
1510,Brookefield,4,1700.0,4.0,1.0,760000.0,447.05882352941177
1511,Brookefield,2,1262.0,2.0,1.0,375000.0,297.1473851030111
1512,Brookefield,2,1139.0,2.0,2.0,400000.0,351.1852502194908
1513,Brookefield,2,1125.0,2.0,2.0,350000.0,311.1111111111111
1514,Brookefield,3,1420.0,3.0,2.0,425000.0,299.2957746478873
1515,Brookefield,4,3532.0,3.0,3.0,850000.0,240.6568516421291
1516,Brookefield,2,941.0,2.0,2.0,240000.0,255.04782146652497
1517,Brookefield,3,1595.0,2.0,3.0,375000.0,235.10971786833855
1518,Brookefield,3,1410.0,2.0,0.0,400000.0,283.68794326241135
1519,Brookefield,2,1100.0,2.0,1.0,275000.0,250.0
1520,Brookefield,4,2400.0,3.0,3.0,700000.0,291.6666666666667
1521,Brookefield,2,1225.0,2.0,2.0,332500.0,271.42857142857144
1522,Brookefield,5,1950.0,6.0,3.0,875000.0,448.71794871794873
1523,Brookefield,2,1080.0,2.0,3.0,250000.0,231.4814814814815
1524,Brookefield,2,1230.0,2.0,3.0,275000.0,223.5772357723577
1525,Brookefield,2,1200.0,2.0,2.0,375000.0,312.5
1526,Brookefield,2,1089.0,2.0,1.0,245000.0,224.97704315886133
1527,Brookefield,2,1130.0,2.0,2.0,280000.0,247.78761061946904
1528,Brookefield,2,1270.0,2.0,1.0,475000.0,374.01574803149606
1529,Brookefield,3,1706.0,3.0,2.0,575000.0,337.04572098475967
1530,Brookefield,2,1389.0,2.0,2.0,470000.0,338.37293016558675
1531,Brookefield,3,1750.0,2.0,2.0,375000.0,214.28571428571428
1532,Brookefield,2,1225.0,2.0,2.0,360000.0,293.8775510204082
1533,Brookefield,4,3675.0,4.0,3.0,880000.0,239.45578231292518
1534,Brookefield,3,1746.0,3.0,3.0,575000.0,329.3241695303551
1535,Brookefield,3,1518.0,3.0,3.0,400000.0,263.5046113306983
1536,Brookefield,4,1560.0,3.0,2.0,745000.0,477.56410256410254
1537,Brookefield,3,1589.0,3.0,2.0,370000.0,232.85084959093768
1538,Brookefield,2,1382.0,2.0,2.0,422500.0,305.7163531114327
1539,Brookefield,2,1260.0,2.0,1.0,350000.0,277.77777777777777
1540,Brookefield,2,1206.0,2.0,1.0,450000.0,373.13432835820896
1541,Brookefield,4,3050.0,4.0,1.0,650000.0,213.11475409836066
1542,Brookefield,3,1594.0,3.0,2.0,700000.0,439.14680050188207
1543,Budigere,2,1153.0,2.0,2.0,282000.0,244.57935819601042
1544,Budigere,2,1162.0,2.0,1.0,299500.0,257.7452667814114
1545,Budigere,3,1991.0,4.0,2.0,515000.0,258.6639879457559
1546,Budigere,2,1153.0,2.0,2.0,285000.0,247.1812662619254
1547,Budigere,2,1162.0,2.0,1.0,285000.0,245.26678141135972
1548,Budigere,2,1139.0,2.0,2.0,310000.0,272.1685689201054
1549,Budigere,2,1139.0,2.0,2.0,284000.0,249.34152765583846
1550,Budigere,2,1139.0,2.0,2.0,284250.0,249.56101843722564
1551,Budigere,3,1920.0,2.0,1.0,440000.0,229.16666666666666
1552,Budigere,3,1991.0,4.0,2.0,500000.0,251.13008538422903
1553,Budigere,1,664.0,1.0,1.0,175000.0,263.5542168674699
1554,Budigere,3,1820.0,3.0,2.0,465000.0,255.4945054945055
1555,Budigere,3,1636.0,3.0,2.0,425000.0,259.7799511002445
1556,Budigere,2,1444.0,2.0,2.0,350000.0,242.38227146814404
1557,Budigere,3,1991.0,4.0,2.0,440000.0,220.99447513812154
1558,Budigere,2,1139.0,2.0,2.0,300000.0,263.3889376646181
1559,Budigere,3,1820.0,3.0,2.0,427500.0,234.8901098901099
1560,Budigere,3,1820.0,3.0,2.0,465000.0,255.4945054945055
1561,Budigere,3,1820.0,3.0,2.0,427000.0,234.6153846153846
1562,Budigere,2,1162.0,2.0,1.0,290000.0,249.5697074010327
1563,Budigere,3,1636.0,3.0,2.0,425000.0,259.7799511002445
1564,Budigere,3,1636.0,3.0,2.0,460000.0,281.17359413202934
1565,Budigere,2,1087.0,2.0,1.0,271500.0,249.77000919963203
1566,Budigere,3,1820.0,3.0,2.0,445000.0,244.5054945054945
1567,Budigere,2,1149.0,2.0,2.0,325000.0,282.8546562228024
1568,Budigere,1,664.0,1.0,1.0,177000.0,266.56626506024094
1569,Budigere,2,1153.0,2.0,2.0,283500.0,245.8803122289679
1570,Budigere,3,1820.0,3.0,2.0,425000.0,233.5164835164835
1571,Budigere,2,1139.0,2.0,2.0,282500.0,248.02458296751536
1572,Budigere,3,1636.0,3.0,2.0,415000.0,253.66748166259168
1573,Budigere,1,664.0,1.0,1.0,170000.0,256.0240963855422
1574,Budigere,3,1820.0,3.0,2.0,426000.0,234.06593406593407
1575,Budigere,2,1162.0,2.0,1.0,290000.0,249.5697074010327
1576,Budigere,2,1153.0,2.0,2.0,300000.0,260.19080659150046
1577,Budigere,3,1820.0,3.0,2.0,495000.0,271.97802197802196
1578,Budigere,2,1172.0,2.0,0.0,283625.0,242.00085324232083
1579,Budigere,3,1590.0,3.0,0.0,380800.0,239.49685534591194
1580,Budigere,3,1820.0,3.0,2.0,425000.0,233.5164835164835
1581,Budigere,3,1820.0,3.0,2.0,475000.0,260.989010989011
1582,Budigere,3,1991.0,4.0,2.0,500000.0,251.13008538422903
1583,Budigere,3,1820.0,3.0,2.0,477500.0,262.3626373626374
1584,Budigere,2,1153.0,2.0,2.0,280000.0,242.84475281873372
1585,Budigere,1,705.0,1.0,0.0,172725.0,245.0
1586,Budigere,2,1153.0,2.0,2.0,282500.0,245.01300954032956
1587,Budigere,2,1153.0,2.0,2.0,290000.0,251.51777970511708
1588,Budigere,3,1636.0,3.0,2.0,440000.0,268.9486552567237
1589,Budigere,2,1153.0,2.0,2.0,282750.0,245.22983521248915
1590,Budigere,2,1153.0,2.0,2.0,282500.0,245.01300954032956
1591,Budigere,2,1153.0,2.0,2.0,300000.0,260.19080659150046
1592,CV Raman Nagar,3,1550.0,3.0,3.0,325000.0,209.67741935483872
1593,CV Raman Nagar,2,1120.0,2.0,2.0,275000.0,245.53571428571428
1594,CV Raman Nagar,2,1070.0,2.0,1.0,275000.0,257.0093457943925
1595,CV Raman Nagar,2,740.0,2.0,1.0,185000.0,250.0
1596,CV Raman Nagar,2,1230.0,3.0,2.0,235000.0,191.0569105691057
1597,CV Raman Nagar,3,1726.0,3.0,3.0,725000.0,420.0463499420626
1598,CV Raman Nagar,2,1028.0,2.0,1.0,245000.0,238.32684824902725
1599,CV Raman Nagar,2,1392.0,2.0,1.0,490000.0,352.01149425287355
1600,CV Raman Nagar,2,1070.0,2.0,2.0,237500.0,221.9626168224299
1601,CV Raman Nagar,3,1825.0,3.0,2.0,630000.0,345.2054794520548
1602,CV Raman Nagar,2,1025.0,2.0,2.0,250000.0,243.90243902439025
